Postal_Code,Building_Name,Location_Description
570144,144 Bishan Green,Level 1 Lift Lobby A
570146,146 Bishan Green,Level 1 Lift Lobby A
570148,148 Bishan Green,Level 1 Lift Lobby A
570150,150 Bishan Green,Level 1 Lift Lobby A
570151,151 Bishan Green,Level 1 Lift Lobby A
570152,152 Bishan Green,Level 1 Lift Lobby A
572152,152B Golden Jasmine,Level 1 Lift Lobby A
570154,,Level 1 Lift Lobby A
570155,,Level 1 Lift Lobby A
570156,,Level 1 Lift Lobby A
570160,,Level 1 Lift Lobby A
570161,,Level 1 Lift Lobby A
570165,,Level 1 Lift Lobby A
570167,,Level 1 Lift Lobby B
570301,301 Shunfu Gardens,Level 1 Lift Lobby A
570304,304 Shunfu Gardens,Level 1 Lift Lobby B
570306,306 Shunfu Gardens,Level 1 Lift Lobby B
570307,307 Shunfu Gardens,Level 1 Lift Lobby A
570309,309 Shunfu Gardens,Level 1 Lift Lobby A
570312,312 Shunfu Gardens,Level 1 Lift Lobby C
570313,313 Shunfu Gardens,Level 1 Lift Lobby D
310002,2 Kim Keat Court,Level 1 Lift Lobby B
310004,4 Kim Keat Court,Level 1 Lift Lobby C
310006,6 Toa Payoh Court,Level 1 Lift Lobby A
310008,8 Toa Payoh Court,Level 1 Lift Lobby A
310226,226 Toa Payoh Eight,Level 1 Lift Lobby C
310009,9 Toa Payoh Court,Level 1 Lift Lobby B
310011,11 Toa Payoh Court,Level 1 Lift Lobby A
310012,12 Toa Payoh Court,Level 1 Lift Lobby C
311014,14A Toa Payoh Court,Level 1 Lift Lobby A
310015,,Level 1 Lift Lobby A
310228,228 Toa Payoh Eight,Level 1 Lift Lobby C
310230,230 Toa Payoh Eight,Level 1 Lift Lobby A
310233,233 Toa Payoh Eight,Level 1 Lift Lobby C
310017,,Level 1 Lift Lobby D
310018,18 Kim Keat Palm,Level 1 Lift Lobby C
310025,,Level 1 Lift Lobby A
310027,,Level 1 Lift Lobby A
310258,,Level 1 Lift Lobby B
300069,69 Moulmein View,Level 1 Lift Lobby B
310194,194 Kim Keat View,Level 1 Lift Lobby D
310241,,Level 1 Lift Lobby A
310244,,Level 1 Lift Lobby A
310247,,Level 1 Lift Lobby A
310248,,Level 1 Lift Lobby A
310250,,Level 1 Lift Lobby A
310251,,Level 1 Lift Lobby A
310255,,Level 1 Lift Lobby A
310034,34 East Payoh Spring,Level 1 Lift Lobby C
310037,37 East Payoh Spring,Level 1 Lift Lobby A
229813,Cairnhill Crest,Level 1 Inside Guardhouse
569060,Lek Sun Building,Level 1 Lobby
821201,,Level 1 Lift Lobby B
823201,,Level 1 Lift Lobby A
821202,,Level 1 Lift Lobby A
821204,,Level 1 Lift Lobby A
821203,,Level 1 Lift Lobby A
823204,,Level 1 Lift Lobby A
821205,,Level 1 Lift Lobby A
821206,,Level 1 Lift Lobby A
822207,207B Punggol Sails,Level 1 Lift Lobby A
824207,207D Punggol Sails,Level 1 Lift Lobby A
822208,208B Punggol Sails,Level 1 Lift Lobby A
822209,209B Punggol Crest,Level 1 Lift Lobby A
821210,210A Punggol Crest,Level 1 Lift Lobby A
823210,210C Punggol Crest,Level 1 Lift Lobby B
821212,212A Punggol Waves,Level 1 Lift Lobby A
822212,212B Punggol Waves,Level 1 Lift Lobby A
822213,213B Punggol Waves,Level 1 Lift Lobby A
821211,211A Punggol Ripples,Level 1 Lift Lobby A
824211,211D Punggol Ripples,Level 1 Lift Lobby B
821256,256A Punggol Opal,Level 1 Lift Lobby A
823256,256C Punggol Opal,Level 1 Lift Lobby A
823258,258C Punggol Topaz,Level 1 Lift Lobby A
821259,259A Punggol Topaz,Level 1 Lift Lobby B
821260,260A Punggol Topaz,Level 1 Lift Lobby A
823260,260C Punggol Topaz,Level 1 Lift Lobby A
821261,261A Punggol Topaz,Level 1 Lift Lobby A
821265,265A Punggol Emerald,Level 1 Lift Lobby A
823265,265C Punggol Emerald,Level 1 Lift Lobby A
821266,266A Punggol Emerald,Level 1 Lift Lobby B
823266,266C Punggol Emerald,Level 1 Lift Lobby A
821267,267A Punggol Sapphire,Level 1 Lift Lobby A & B
823267,267C Punggol Sapphire,Level 1 Lift Lobby A
822268,268B Punggol Sapphire,Level 1 Lift Lobby A & B
824268,268D Punggol Sapphire,Level 1 Lift Lobby A & B
822269,269B Punggol Sapphire,Level 1 Lift Lobby A & B
640459,,Level 1 Lift Lobby B
821270,270A Punggol Sapphire,Level 1 Lift Lobby A & B
823270,270C Punggol Sapphire,Level 1 Lift Lobby A
821271,271A Punggol Residences,Level 1 Lift Lobby A
823271,271C Punggol Residences,Level 1 Lift Lobby B
821272,272A Punggol Residences,Level 1 Lift Lobby A
823272,272C Punggol Residences,Level 1 Lift Lobby A
822273,273B Punggol Regalia,Level 1 Lift Lobby B
824273,273D Punggol Regalia,Level 1 Lift Lobby B
821274,274A Punggol Regalia,Level 1 Lift Lobby B
823274,274C Punggol Regalia,Level 1 Lift Lobby B
821288,288A Punggol Arcadia,Level B1 Lift Lobby B
823288,288C Punggol Arcadia,Level B1 Lift Lobby A
821289,289A Punggol Arcadia,Level B1 Lift Lobby A
823289,289C Punggol Arcadia,Level B1 Lift Lobby A
821308,308A Waterway Terraces I,Level 1 Lift Lobby 2-C
822308,308B Waterway Terraces I,Level 1 Lift Lobby 5-C
823308,308C Waterway Terraces I,Level 1 Lift Lobby 7-C
821316,316A Waterway Cascadia,Level B1 Lift Lobby A
821314,314A Waterway Cascadia,Level 1 Lift Lobby A
824316,316D Waterway Cascadia,Level B1 Lift Lobby A
821315,315A Waterway Cascadia,Level 1 Lift Lobby A
824217,217D Matilda Portico,Level 1 Lift Lobby A
821217,217A Matilda Portico,Level 1 Lift Lobby A
822226,226B The Verandah @ Matilda,Level 1 Lift Lobby A
821227,227A The Verandah @ Matilda,Level 1 Lift Lobby A
619097,,Level 1 Outside Guard House
629176,,"Level 1 On Pillar, Inside Pantry"
159640,,Level 2 Inside Security Counter
330027,27 Bendemeer Ville,Level 1 1st Link Way To Market
79903,International Plaza,Level 3 Near To Security Department
520306,,Level 1 Lift Lobby A
440074,Marine Parade Neighbourhood Police Post,Level 1 Inside Marine Parade Neighbourhood Police Post
440076,76 Marine Drive View,Level 1 Lift Lobby C
440072,72 Marine Drive View,Level 1 Lift Lobby B
440078,78 Marine Drive View,Level 1 Lift Lobby B
440079,79 Marine Drive View,Level 1 Lift Lobby B
440060,60 Marine Drive Gardens,Level 1 Lift Lobby C
440062,62 Marine Drive Gardens,Level 1 Lift Lobby C
440064,64 Marine Drive Gardens,Level 1 Lift Lobby C
440065,65 Marine Drive Gardens,Level 1 Lift Lobby A
440067,67 Marine Drive Gardens,Level 1 Lift Lobby A
440071,71 Marine Drive Gardens,Level 1 Lift Lobby A
440043,43 Marine Crescent Gardens,Level 1 Lift Lobby B
440045,45 Marine Crescent Gardens,Level 1 Lift Lobby C
440047,47 Marine Crescent Gardens,Level 1 Lift Lobby C
440029,29 Marine Crescent Ville,Level 1 Lift Lobby B
440012,12 Marine Terrace Breeze,Level 1 Lift Lobby A
440014,14 Marine Terrace Breeze,Level 1 Lift Lobby A
440018,18 Marine Terrace Breeze,Level 1 Lift Lobby D
440019,19 Marine Terrace Breeze,Level 1 Lift Lobby A
440031,31 Marine Crescent Ville,Level 1 Lift Lobby B
440033,33 Marine Crescent Ville,Level 1 Lift Lobby B
440035,35 Marine Crescent Ville,Level 1 Lift Lobby A
440051,51 Marine Terrace Haven,Level 1 Lift Lobby B
440057,57 Marine Terrace Haven,Level 1 Lift Lobby A
440059,59 Marine Terrace Haven,Level 1 Lift Lobby B
440002,2 Marine Terrace Walk,Level 1 Lift Lobby B
440006,6 Marine Terrace Walk,Level 1 Lift Lobby B
82001,1 Tanjong Pagar Plaza,Level 1 Lift Lobby C
81003,3 Tanjong Pagar Plaza,Level 1 Lift Lobby C
81005,5 Tanjong Pagar Plaza,Level 1 Lift Lobby C
81007,7 Tanjong Pagar Plaza,Level 1 Lift Lobby A
81002,2 Everton Park,Level 1 Lift Lobby D
80004,4 Everton Park,Level 1 Lift Lobby A
80007,7 Everton Park,Level 1 Lift Lobby A
80009,9 Cantonment Towers,Level 1 Lift Lobby C
80012,12 Cantonment Towers,Level 1 Lift Lobby A
80016,16 Cantonment Towers,Level 1 Lift Lobby A
80018,18 Cantonment Towers,Level 1 Lift Lobby A
80101,101 Spottiswoode Park Estate,Level 1 Lift Lobby A
80104,104 Spottiswoode Park Estate,Level 1 Lift Lobby B
80106,106 Spottiswoode Park Estate,Level 1 Lift Lobby B
81110,110 Spottiswoode Park Estate,Level 1 Lift Lobby B
166002,2C Boon Tiong Arcadia,Level 1 Lift Lobby A
165004,4B Boon Tiong Arcadia,Level 1 Lift Lobby B
165006,6B Boon Tiong Arcadia,Level 1 Lift Lobby A
165008,8B Boon Tiong Arcadia,Level 1 Lift Lobby A
163009,9B Tiong Bahru View,Level 1 Lift Lobby A
160010,10A Tiong Bahru View,Level 1 Lift Lobby C
164025,25B Membina Court,Level 1 Lift Lobby A
162026,26A  Membina Court,Level 1 Lift Lobby A
166026,26C Membina Court,Level 1 Lift Lobby A
163027,27A Membina Court,Level 1 Lift Lobby A
640516,,Level 1 Lift Lobby A & B
641517,,Level 1 Lift Lobby B
643517,,Level 1 Lift Lobby A
645517,,Level 1 Lift Lobby A
640518,,Level 1 Lift Lobby B
640520,,Level 1 Lift Lobby B
640521,,Level 1 Lift Lobby C
640523,,Level 1 Lift Lobby A
640456,,Level 1 Lift Lobby C
640461,,Level 1 Lift Lobby B
640463,463 Hong Kah Ville,Level 1 Lift Lobby B
640465,465 Hong Kah Ville,Level 1 Lift Lobby C
640467,467 Hong Kah Ville,Level 1 Lift Lobby B
640468,,Level 1 Lift Lobby C
640471,,Level 1 Lift Lobby A
640470,,Level 1 Lift Lobby B
640514,514 West Wood Court,Level 1 Lift Lobby D
640510,510 West Wood Court,Level 1 Lift Lobby B
640504,504 Hong Kah Point,Level 1 Lift Lobby B
640503,503 Hong Kah Point,Level 1 Lift Lobby A
640501,501 Hong Kah Point,Level 1 Lift Lobby B
640441,,Level 1 Lift Lobby C
640445,,Level 1 Lift Lobby B
640448,,Level 1 Lift Lobby B
640444,,Level 1 Lift Lobby A
640449,,Level 1 Lift Lobby B
640452,,Level 1 Lift Lobby C
640450,,Level 1 Lift Lobby G
640453,,Level 1 Lift Lobby C
640537,,Level 1 Lift Lobby C
640538,,Level 1 Lift Lobby D
640541,,Level 1 Lift Lobby D
640544,,Level 1 Lift Lobby A
640546,,Level 1 Lift Lobby A
640549,,Level 1 Lift Lobby A
640551,,Level 1 Lift Lobby B
640524,,Level 1 Lift Lobby A
640528,,Level 1 Lift Lobby B
640532,,Level 1 Lift Lobby B
640535,,Level 1 Lift Lobby B
640536,,Level 1 Lift Lobby B
640552,,Level 1 Lift Lobby B
640556,,Level 1 Lift Lobby A
640555,,Level 1 Lift Lobby B
640557,,Level 1 Lift Lobby B
641560,560A Spring Haven @ Jurong,Level 1 Lift Lobby A
641561,561A Spring Haven @ Jurong,Level 1 Lift Lobby A
642561,561B Spring Haven @ Jurong,Level 1 Lift Lobby B
650102,,Level 1 Lift Lobby A
650103,,Level 1 Inside Neighbourhood Police Post (E-Kiosk)
650104,,Level 1 Lift Lobby B
650106,,Level 1 Lift Lobby B
650109,,Level 1 Lift Lobby A & B
650112,,Level 1 Lift Lobby C
650114,,Level 1 Lift Lobby B
650116,,Level 1 Lift Lobby D
650118,,Level 1 Lift Lobby D
650120,,Level 1 Lift Lobby A
650121,,Level 1 Lift Lobby A
650122,,Level 1 Lift Lobby A
650125,,Level 1 Lift Lobby A
650127,,Level 1 Lift Lobby C
650130,,Level 1 Lift Lobby C
650131,,Level 1 Lift Lobby C
650134,,Level 1 Lift Lobby A
650136,,Level 1 Lift Lobby A
650138,,Level 1 Lift Lobby A
650139,,Level 1 Lift Lobby A
650140,,Level 1 Lift Lobby A
650141,,Level 1 Lift Lobby A
650142,,Level 1 Lift Lobby A
650146,,Level 1 Lift Lobby A
650148,,Level 1 Lift Lobby A
650152,,Level 1 Lift Lobby A
650157,,Level 1 Lift Lobby A
650163,,Level 1 Lift Lobby A
650164,,Level 1 Lift Lobby C
650169,,Level 1 Lift Lobby A
650171,,Level 1 Lift Lobby B & C
650175,,Level 1 Lift Lobby A
650177,,Level 1 Lift Lobby A
650178,,Level 1 Lift Lobby A
650180,,Level 1 Lift Lobby A
650183,,Level 1 Lift Lobby C
650187,,Level 1 Lift Lobby C
650190,,Level 1 Lift Lobby A
650192,,Level 1 Lift Lobby A
650201,,Level 1 Lift Lobby B
650203,,Level 1 Lift Lobby B
650205,,Level 1 Lift Lobby A
650208,,Level 1 Lift Lobby A
650210,,Level 1 Lift Lobby C
650212,,Level 1 Lift Lobby A
650215,,Level 1 Lift Lobby B
650216,,Level 1 Lift Lobby E
650217,,Level 1 Lift Lobby A
650219,,Level 1 Lift Lobby B
650223,,Level 1 Lift Lobby B
650225,,Level 1 Lift Lobby A
650227,,Level 1 Lift Lobby C
650230,,Level 1 Lift Lobby B
650298,,Level 1 Lift Lobby A
650620,,Level 1 Lift Lobby A
650621,,Level 1 Lift Lobby C
650622,,Level 1 Lift Lobby A
650624,,Level 1 Lift Lobby A
650625,,Level 1 Lift Lobby A
650628,,Level 1 Lift Lobby A
650642,,Level 1 Lift Lobby A
651194,194A Skyline I @ Bukit Batok,Level 1 Lift Lobby A
651210,,Level 1 Lift Lobby C
651296,296A Skyline II @ Bukit Batok,Level 1 Lift Lobby B
652296,296B Skyline II @ Bukit Batok,Level 1 Lift Lobby A
822637,637B The Meadows,Level 1 Lift Lobby A
680638,,Level 1 Lift Lobby A
650231,231 Gombak Gardens,Level 1 Lift Lobby A
650233,233 Gombak Gardens,Level 1 Lift Lobby A
650235,235 Gombak Gardens,Level 1 Lift Lobby A
650236,236 Gombak Gardens,Level 1 Lift Lobby A
650238,238 Gombak Gardens,Level 1 Lift Lobby A
650241,241 Gombak Gardens,Level 1 Lift Lobby A
650242,242 Gombak View,Level 1 Lift Lobby B
650243,243 Gombak View,Level 1 Lift Lobby C
650244,244 Gombak View,Level 1 Lift Lobby B
650248,248 Gombak View,Level 1 Lift Lobby B
650250,250 Gombak View,Level 1 Lift Lobby B
650253,253 Gombak View,Level 1 Lift Lobby B
650254,,Level 1 Lift Lobby B
650256,,Level 1 Lift Lobby A
650257,,Level 1 Lift Lobby B
650259,,Level 1 Lift Lobby A
650263,,Level 1 Lift Lobby B
650265,,Level 1 Lift Lobby B
650267,,Level 1 Lift Lobby B
650268,,Level 1 Lift Lobby A
650271,271 Gombak Place,Level 1 Lift Lobby A
650272,272 Gombak Place,Level 1 Lift Lobby A
650278,278 Gombak Place,Level 1 Lift Lobby A
650280,280 Gombak Place,Level 1 Lift Lobby A
650283,283 Gombak Place,Level 1 Lift Lobby A
650286,,Level 1 Lift Lobby A
653290,290B Spring View,Level 1 Lift Lobby A
651290,290D Spring View,Level 1 Lift Lobby A & B
655290,290F Spring View,Level 1 Lift Lobby A & B
650291,291A Spring View,Level 1 Lift Lobby C
651291,291B Spring View,Level 1 Lift Lobby A & B
654291,291E Spring View,Level 1 Lift Lobby A
652288,288C Nature View,Level 1 Lift Lobby A
654288,288E Nature View,Level 1 Lift Lobby C
650289,289A Nature View,Level 1 Lift Lobby A
652289,289C Nature View,Level 1 Lift Lobby A
654289,289E Nature View,Level 1 Lift Lobby A
655289,289F Nature View,Level 1 Lift Lobby A
656289,289G Nature View,Level 1 Lift Lobby A
600201,201 Jurong East View,Level 1 Lift Lobby A
600204,204 Jurong East View,Level 1 Lift Lobby A
600205,205 Jurong East View,Level 1 Lift Lobby A
600208,208 Jurong East View,Level 1 Lift Lobby A
602287,,Level 1 Lift Lobby A
604287,,Level 1 Lift Lobby A
602285,,Level 1 Lift Lobby B
604285,,Level 1 Lift Lobby A
601286,,Level 1 Lift Lobby A
603286,,Level 1 Lift Lobby A
601288,,Level 1 Lift Lobby A
603288,,Level 1 Lift Lobby A
604288,,Level 1 Lift Lobby A
600267,267 Toh Guan View,Level 1 Lift Lobby A
600268,268 Toh Guan View,Level 1 Lift Lobby B
600270,270 Toh Guan View,Level 1 Lift Lobby A
600273,273 Toh Guan View,Level 1 Lift Lobby B
600274,274 Toh Guan View,Level 1 Lift Lobby B
600275,275 Toh Guan View,Level 1 Lift Lobby A
600277,277 Toh Guan View,Level 1 Lift Lobby A
600279,279 Toh Guan View,Level 1 Lift Lobby A
600282,282 Toh Guan View,Level 1 Lift Lobby A
600284,284 Toh Guan View,Level 1 Lift Lobby A
658080,Enterprise Centre,Level 1 Inside Fire Command Centre
188976,GSM Building,Level 1 Behind Security Counter
659204,Dunearn Secondary School,Level 1 Inside School Field Toilet (Available During School Operating Hours. Approach Security Officer At Main Gate.)
430014,Haig Road Market and Food Centre,On Pillar (Near Stall #01-36)
545082,Rivervale Mall,Level 1 Fire Command Centre
547532,AWWA School,Level 1 Beside General Office
730776,,Level 1 Lift Lobby C
730679,679 Admiralty Place,Level 1 Lift Lobby B
38983,Suntec City Mall,Level 4 Along Corridor To Swimming Pool
579841,Bishan Public Library,Level 1 Near Main Entrance
569842,Ang Mo Kio Public Library,Level 1 Near Reception Counter
149297,Queenstown Public Library,Level 1 Near Lift Lobby
159462,Bukit Merah Community Hub,Level 3 ARTDIS Entrance
188066,National Library Building,"Level 1 Main Lobby, Beside Security Counter"
648346,Jurong West Community Building,"Level 1 Jurong West Public Library, On Pillar Near Multi-Media Station"
588192,Memories At Old Ford Factory,"Level 1 On Pillar, Near Reception Counter"
609732,Jurong Regional Library,"Level 1 On Pillar, Near Magazine Section"
389777,Geylang East Public Library,Level 1 Near Customer Service Counter
469662,Heartbeat @ Bedok,Level 3 Near Self Checkout Kiosk
449282,Marine Parade Community Building,Level 1 Marine Parade Public Library (Near Staircase)
319191,Toa Payoh Public Library,Level 1 Near Library Entrance
730900,Woodlands Civic Centre,"Level 3 Woodlands Regional Library, Exhibition Area"
528523,Our Tampines Hub,"Level 2 Tampines Regional Library, Near Self Checkout Kiosk"
109680,CMPB (DTT),CMPB (DTT) Guardroom
129817,Clementi Camp,Clementi Camp Guardroom
415927,Kaki Bukit Camp,Kaki Bukit Camp Guardroom
465557,Bedok Camp,Bedok Camp Guardroom
498805,Changi Naval Base,Changi Naval Base Guardroom
507087,Selarang Camp,Selarang Camp Guardroom
508487,Hendon Camp,Hendon Camp Guardroom
509862,Changi Airbase (West,Changi Airbase Guardroom
518230,Pasir Ris Camp,Pasir Ris Camp Guardroom
534257,Paya Lebar Airbase,Paya Lebar Airbase Guardroom
567754,Amoy Quee Camp,Amoy Quee Camp Guardroom
588399,Rifle Range Road Camp,Rifle Range Road Camp I Guardroom
596303,Maju Camp,Maju Camp Guardroom
628399,Tuas Naval Base,Tuas Naval Base Guardroom
640947,,Level 1 Lift Lobby C
637559,Pasir Laba Camp,Pasir Laba Camp  Guardroom
638357,Jurong Camp I,Jurong Camp I Guardroom
638361,Jurong Camp II,Jurong Camp II Guardroom
638364,SAFTI Military Institute,SAFTI Guardroom
669645,Gombak Base,Gombak Base Guardroom
669646,Bukit Panjang Camp,Bukit Panjang Camp Guardroom
688248,Kranji Camp III,Kranji Camp III Guardroom
688255,Mowbray Camp,Mowbray Camp Guardroom
688256,Kranji Camp II,Kranji Camp II Guardroom
688793,Stagmont Camp,Stagmont Camp Guardroom
708972,Murai Camp,Murai Camp Guardroom
708976,Lim Chu Kang Camp II,Lim Chu Kang Camp II Guardroom
708977,Lim Chun Kang Camp,Lim Chu Kang Camp Guardroom
718919,Sungei Gedong Camp,Sungei Gedong Camp Guardroom
728681,Mandai West Camp,Mandai West Camp Guardroom
729755,Mandai Camp II,Mandai Camp II Guardroom
729756,Mandai Hill Camp,Mandai Hill Camp Guardroom
757618,Sembawang Camp,Sembawang Camp Guardroom
757621,Chong Pang Camp,Chong Pang Camp Guardroom
757752,Sembawang Airbase,Sembawang Airbase Guardroom
757753,Khatib Camp,Khatib Camp Guardroom
757758,Dieppe Barracks,Dieppe Barracks Guardroom
778895,Nee Soon Camp,Nee Soon Camp Guardroom
797770,Selatar Camp,Selatar Camp Guardroom
498985,SAF Ferry Terminal,SAF Ferry Terminal Guardroom
18962,Marina Bay Fire Station,Gym
738782,Woodlands Fire Station,Gym
649734,CDA,Field Training Area - Furnace
530114,Paya Lebar Neighbourhood Police Post,Level 1 Inside Paya Lebar Neighbourhood Police Post
530357,Hougang Neighbourhood Police Post,Level 1 Inside Hougang Neighbourhood Police Post
550108,Serangoon North Neighbourhood Police Post,Level 1 Inside Serangoon North Neighbourhood Police Post
555947,Serangoon Gardens NPP,Service Counter Level 1
560111,Kebun Baru Neighbourhood Police Post,Level 1 Inside Kebun Baru Neighbourhood Police Post
560321,Teck Ghee Neighbourhood Police Post,Level 1 Inside Teck Ghee Neighbourhood Police Post
400009,Kampong Ubi NPP,"NPP Counter area, ground area"
410112,Kampong Kembangan Neighbourhood Police Post,Level 1 Inside Kampong Kembangan Neighbourhood Police Post
440074,Marine Parade Neighbourhood Police Post,Level 1 Inside Marine Parade Neighbourhood Police Post
455246,Siglap Neighbourhood Police Post,Level 1 Inside Siglap Neighbourhood Police Post
460015,Bedok Neighbourhood Police Post,Level 1 Inside Bedok Neighbourhood Police Post
460526,Kaki Bukit Neighbourhood Police Post,Level 1 Inside Kaki Bukit Neighbourhood Police Post
461051,Tanah Merah Neighbourhood Police Post,Level 1 Inside Tanah Merah Neighbourhood Police Post
520263,Tampines East Neighbourhood Police Post,Level 1 Inside Tampines East Neighbourhood Police Post
520461,Tampines North Neighbourhood Police Post,Level 1 Inside Tampines North Neighbourhood Police Post
521109,Changkat Neighbourhood Police Post,Level 1 Inside Changkat Neighbourhood Police Post
18962,Marina Bay Fire Station,Level 1 Inside Marina Bay Neighbourhood Police Centre
59282,Kreta Ayer Neighbourhood Police Post,Level 1 Inside Kreta Ayer Neighbourhood Police Post
208678,Rochor Neighbourhood Police Centre,Level 1 Inside Rochor Neighbourhood Police Centre
649482,Jurong Police Divisional Headquarter,Level 1 Inside Nanyang Neighbourhood Police Centre
649818,Jurong West Neighbourhood Police Centre,Level 1 Inside Jurong West Neighbourhood Police Centre
650370,Hong Kah North Neighbourhood Police Post,Level 1 Inside Hong Kah North Neighbourhood Police Post
659840,Bukit Batok NPC,"Co-located with Bukit Batok East CC, Ground Floor, Service Counter"
677738,Zhenghua Community Club,Level 1 Inside Bukit Panjang Neighbourhood Police Centre
680116,Choa Chu Kang Neighbourhood Police Post,Level 1 Inside Choa Chu Kang Neighbourhood Police Post
689286,Yew Tee Community Building,Level 1 Inside Choa Chu Kang Neighbourhood Police Centre
737890,Woodlands East Neighbourhood Police Centre,Level 1 inside Woodlands East Neighbourhood Police Centre
738622,Woodlands Police Divisional Headquarters,Level 2 Inside Woodlands West Neighbourhood Police Centre Lift Lobby 1
210009,Cairnhill NPP,At the public reception area
310231,Kim Keat Neighbourhood Police Post,Level 1 Inside Kim Keat Neighbourhood Police Post
321101,Moulmein NPP,At the public reception area
350142,Potong Pasir Neighbourhood Police Post,Level 1 Inside Potong Pasir Neighbourhood Police Post
360013,Aljunied Neighbourhood Police Post,Level 1 Inside Aljunied Neighbourhood Police Post
570025,Thomson Neighbourhood Police Post,Level 1 Inside Thomson Neighbourhood Police Post
579757,Bishan Neighbourhood Police Centre,Level 1 Inside Bishan Neighbourhood Police Centre
297830,Whitley NPP,At the public reception area
